,Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Valor_m2_Barrio,Valor_m2_Millon
0,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 360.000.000,$,360000000,360.0,4.572008510026535,5.142857142857143
1,Casa,Casa en venta en Castilla,4,3,170,Castilla,KENNEDY: Castilla + Bavaria,$ 670.000.000,$,670000000,670.0,3.4035893155258763,3.9411764705882355
2,Apartamento,Apartamento en venta en Chico Reservado,3,3,144,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.120.000.000,$,1120000000,1120.0,8.104486540013072,7.777777777777778
3,Apartamento,Apartamento en venta en Usaquén,3,2,154,Usaquén,Usaquén,$ 890.000.000,$,890000000,890.0,5.65558134903221,5.779220779220779
4,Apartamento,Apartamento en venta en Bella Suiza,2,3,128,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 970.000.000,$,970000000,970.0,6.2905507012394,7.578125
5,Apartamento,Apartamento en venta en Bella Suiza,1,2,62,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000,$,510000000,510.0,6.2905507012394,8.225806451612904
6,Apartamento,Apartamento en venta en Bella Suiza,1,2,62,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 500.000.000,$,500000000,500.0,6.2905507012394,8.064516129032258
7,Apartamento,Apartamento en venta en Bella Suiza,3,4,212,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 2.350.000.000,$,2350000000,2350.0,6.2905507012394,11.084905660377359
8,Apartamento,Apartamento en venta en El Chicó,3,2,159,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 850.000.000,$,850000000,850.0,7.648045112781955,5.345911949685535
9,Apartamento,Apartamento en venta en Bella Suiza,2,2,80,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 642.000.000,$,642000000,642.0,6.2905507012394,8.025
10,Apartamento,Apartamento en venta en Bella Suiza,2,2,80,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 652.000.000,$,652000000,652.0,6.2905507012394,8.15
11,Casa,Casa en venta en Tintala,3,2,59,Tintala,Tintala,$ 168.000.000,$,168000000,168.0,3.7991992442958873,2.847457627118644
12,Apartamento,Apartamento en venta en Tintala,2,1,45,Tintala,Tintala,$ 205.000.000,$,205000000,205.0,3.7991992442958873,4.555555555555555
13,Casa,Casa en venta en Marly,3,3,147,Marly,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000,$,300000000,300.0,4.9375,2.0408163265306123
14,Apartamento,Apartamento en venta en Kennedy,4,3,98,Kennedy,Kennedy Central,$ 680.000.000,$,680000000,680.0,3.382897908271655,6.938775510204081
15,Casa,Casa en venta en Zona Noroccidental,3,4,300,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 2.519.000.000,$,2519000000,2519.0,4.572008510026535,8.396666666666667
16,Apartamento,Apartamento en venta en Nicolas De Federman,3,2,87,Nicolas De Federman,Teusaquillo,$ 420.000.000,$,420000000,420.0,5.992745920204822,4.827586206896552
17,Apartamento,Apartamento en venta en La Calleja,2,2,82,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 620.000.000,$,620000000,620.0,6.582907870377288,7.560975609756097
18,Apartamento,Apartamento en venta en Zona Noroccidental,2,1,45,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 239.000.000,$,239000000,239.0,4.572008510026535,5.311111111111111
19,Casa,Casa en venta en Zona Noroccidental,3,6,380,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.600.000.000,$,1600000000,1600.0,4.572008510026535,4.2105263157894735
20,Apartamento,Apartamento en venta en Usaquén,1,2,50,Usaquén,Usaquén,$ 420.000.000,$,420000000,420.0,5.65558134903221,8.4
21,Apartamento,Apartamento en venta en Nicolas De Federman,3,2,89,Nicolas De Federman,Teusaquillo,$ 625.000.000,$,625000000,625.0,5.992745920204822,7.022471910112359
22,Casa,Casa en venta en Zona Noroccidental,3,5,365,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 2.799.000.000,$,2799000000,2799.0,4.572008510026535,7.668493150684932
23,Casa,Casa en venta en Zona Noroccidental,5,5,450,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.450.000.000,$,1450000000,1450.0,4.572008510026535,3.2222222222222223
24,Casa,Casa en venta en Zona Noroccidental,4,5,315,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 2.000.000.000,$,2000000000,2000.0,4.572008510026535,6.349206349206349
25,Apartamento,Apartamento en venta en Mazuren,3,3,102,Mazuren,El Prado,$ 670.000.000,$,670000000,670.0,3.8513890438469263,6.568627450980392
26,Casa,Casa en venta en Zona Noroccidental,4,6,423,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.800.000.000,$,1800000000,1800.0,4.572008510026535,4.25531914893617
27,Apartamento,Apartamento en venta en Suba,3,2,75,Suba,Suba,$ 469.000.000,$,469000000,469.0,4.323720522957072,6.253333333333333
28,Casa,Casa en venta en Zona Noroccidental,5,2,200,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 580.000.000,$,580000000,580.0,4.572008510026535,2.9
29,Apartamento,Apartamento en venta en Barrios Unidos,3,2,67,Barrios Unidos,Los Andes,$ 445.000.000,$,445000000,445.0,2.9599171141243064,6.641791044776119
30,Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000,$,261500000,261.5,5.65558134903221,3.962121212121212
31,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000,$,278000000,278.0,4.572008510026535,3.5641025641025643
32,Apartamento,Apartamento en venta en Engativa,3,2,60,Engativa,Engativá,$ 258.000.000,$,258000000,258.0,2.887769666800428,4.3
33,Apartamento,Apartamento en venta en Fontibón,3,3,87,Fontibón,Fontibón,$ 520.000.000,$,520000000,520.0,3.723021313477524,5.977011494252873
34,Casa,Casa en venta en Tintala,3,2,75,Tintala,Tintala,$ 200.000.000,$,200000000,200.0,3.7991992442958873,2.6666666666666665
35,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,45,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 129.000.000,$,129000000,129.0,4.572008510026535,2.8666666666666667
36,Apartamento,Apartamento en venta en Villa Alsacia,3,2,75,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 350.000.000,$,350000000,350.0,4.139391447368421,4.666666666666667
37,Apartamento,Apartamento en venta en Zona Noroccidental,32,2,63,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 290.500.000,$,290500000,290.5,4.572008510026535,4.611111111111111
38,Apartamento,Apartamento en venta en Palermo,3,2,130,Palermo,Galerías,$ 750.000.000,$,750000000,750.0,3.835207308503162,5.769230769230769
39,Apartamento,Apartamento en venta en Chico Reservado,1,1,64,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 495.000.000,$,495000000,495.0,8.104486540013072,7.734375
40,Casa,Casa en venta en Zona Noroccidental,3,2,86,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 285.000.000,$,285000000,285.0,4.572008510026535,3.313953488372093
41,Apartamento,Apartamento en venta en La Candelaria,4,4,160,La Candelaria,La Candelaria,$ 900.000.000,$,900000000,900.0,8.889242669544883,5.625
42,Apartamento,Apartamento en venta en Zona Noroccidental,4,4,294,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.800.000.000,$,1800000000,1800.0,4.572008510026535,6.122448979591836
43,Apartamento,Apartamento en venta en El Contador,3,3,206,El Contador,Los Cedros,$ 990.000.000,$,990000000,990.0,5.279454722492697,4.805825242718447
44,Apartamento,Apartamento en venta en El Batán,3,3,103,El Batán,La Alhambra,$ 418.000.000,$,418000000,418.0,5.0067874515333095,4.058252427184466
45,Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000,$,349000000,349.0,5.65558134903221,4.3625
46,Apartamento,Apartamento en venta en Santa Barbara,3,1,101,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 565.000.000,$,565000000,565.0,5.852628361947598,5.594059405940594
47,Apartamento,Apartamento en venta en Mirandela ,3,3,87,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 370.000.000,$,370000000,370.0,3.9920856610800746,4.252873563218391
48,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 259.000.000,$,259000000,259.0,4.572008510026535,3.3205128205128207
49,Apartamento,Apartamento en venta en Castilla,3,2,68,Castilla,KENNEDY: Castilla + Bavaria,$ 310.000.000,$,310000000,310.0,3.4035893155258763,4.5588235294117645
50,Apartamento,Apartamento en venta en Cedritos,2,2,79,Cedritos,Usaquén,$ 354.000.000,$,354000000,354.0,5.027419586695463,4.481012658227848
51,Apartamento,Apartamento en venta en Mazuren,3,3,92,Mazuren,El Prado,$ 372.000.000,$,372000000,372.0,3.8513890438469263,4.043478260869565
52,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 500.000.000,$,500000000,500.0,4.572008510026535,5.681818181818182
53,Apartamento,Apartamento en venta en Fontibón,3,2,84,Fontibón,Fontibón,$ 420.000.000,$,420000000,420.0,3.723021313477524,5.0
54,Apartamento,Apartamento en venta en El Contador,3,3,177,El Contador,Los Cedros,$ 1.050.000.000,$,1050000000,1050.0,5.279454722492697,5.932203389830509
55,Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 185.000.000,$,185000000,185.0,3.382897908271655,4.625
56,Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000,$,349000000,349.0,5.65558134903221,4.3625
57,Apartamento,Apartamento en venta en Colina Campestre,3,3,109,Colina Campestre,Niza,$ 515.000.000,$,515000000,515.0,4.776341497750727,4.724770642201835
58,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,75,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 287.000.000,$,287000000,287.0,4.572008510026535,3.8266666666666667
59,Apartamento,Apartamento en venta en Colina Campestre,2,1,50,Colina Campestre,Niza,$ 265.000.000,$,265000000,265.0,4.776341497750727,5.3
60,Apartamento,Apartamento en venta en Fontibón,3,2,87,Fontibón,Fontibón,$ 500.000.000,$,500000000,500.0,3.723021313477524,5.747126436781609
61,Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 261.500.000,$,261500000,261.5,5.65558134903221,3.962121212121212
62,Apartamento,Apartamento en venta en Hayuelos,3,2,61,Hayuelos,Modelia,$ 300.000.000,$,300000000,300.0,4.814082765845993,4.918032786885246
63,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000,$,278000000,278.0,4.572008510026535,3.5641025641025643
64,Apartamento,Apartamento en venta en Engativa,3,2,60,Engativa,Engativá,$ 258.000.000,$,258000000,258.0,2.887769666800428,4.3
65,Apartamento,Apartamento en venta en Fontibón,3,3,87,Fontibón,Fontibón,$ 520.000.000,$,520000000,520.0,3.723021313477524,5.977011494252873
66,Apartamento,Apartamento en venta en Villa Alsacia,3,2,75,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 350.000.000,$,350000000,350.0,4.139391447368421,4.666666666666667
67,Apartamento,Apartamento en venta en Zona Noroccidental,32,2,63,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 290.500.000,$,290500000,290.5,4.572008510026535,4.611111111111111
68,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,45,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 129.000.000,$,129000000,129.0,4.572008510026535,2.8666666666666667
69,Casa,Casa en venta en Tintala,3,2,75,Tintala,Tintala,$ 200.000.000,$,200000000,200.0,3.7991992442958873,2.6666666666666665
70,Apartamento,Apartamento en venta en Palermo,3,2,130,Palermo,Galerías,$ 750.000.000,$,750000000,750.0,3.835207308503162,5.769230769230769
71,Apartamento,Apartamento en venta en El Batán,3,3,103,El Batán,La Alhambra,$ 418.000.000,$,418000000,418.0,5.0067874515333095,4.058252427184466
72,Apartamento,Apartamento en venta en Chico Reservado,1,1,64,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 495.000.000,$,495000000,495.0,8.104486540013072,7.734375
73,Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000,$,349000000,349.0,5.65558134903221,4.3625
74,Apartamento,Apartamento en venta en Castilla,3,2,68,Castilla,KENNEDY: Castilla + Bavaria,$ 310.000.000,$,310000000,310.0,3.4035893155258763,4.5588235294117645
75,Apartamento,Apartamento en venta en Santa Barbara,3,1,101,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 565.000.000,$,565000000,565.0,5.852628361947598,5.594059405940594
76,Apartamento,Apartamento en venta en Mirandela ,3,3,87,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 370.000.000,$,370000000,370.0,3.9920856610800746,4.252873563218391
77,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 259.000.000,$,259000000,259.0,4.572008510026535,3.3205128205128207
78,Apartamento,Apartamento en venta en Cedritos,2,2,79,Cedritos,Usaquén,$ 354.000.000,$,354000000,354.0,5.027419586695463,4.481012658227848
79,Casa,Casa en venta en Zona Noroccidental,3,2,86,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 285.000.000,$,285000000,285.0,4.572008510026535,3.313953488372093
80,Apartamento,Apartamento en venta en Fontibón,3,2,84,Fontibón,Fontibón,$ 420.000.000,$,420000000,420.0,3.723021313477524,5.0
81,Apartamento,Apartamento en venta en Mazuren,3,3,92,Mazuren,El Prado,$ 372.000.000,$,372000000,372.0,3.8513890438469263,4.043478260869565
82,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 500.000.000,$,500000000,500.0,4.572008510026535,5.681818181818182
83,Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 185.000.000,$,185000000,185.0,3.382897908271655,4.625
84,Apartamento,Apartamento en venta en El Contador,3,3,177,El Contador,Los Cedros,$ 1.050.000.000,$,1050000000,1050.0,5.279454722492697,5.932203389830509
85,Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 349.000.000,$,349000000,349.0,5.65558134903221,4.3625
86,Apartamento,Apartamento en venta en Zona Noroccidental,4,4,294,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.800.000.000,$,1800000000,1800.0,4.572008510026535,6.122448979591836
87,Apartamento,Apartamento en venta en La Candelaria,4,4,160,La Candelaria,La Candelaria,$ 900.000.000,$,900000000,900.0,8.889242669544883,5.625
88,Apartamento,Apartamento en venta en El Contador,3,3,206,El Contador,Los Cedros,$ 990.000.000,$,990000000,990.0,5.279454722492697,4.805825242718447
89,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 225.000.000,$,225000000,225.0,4.572008510026535,3.75
90,Apartamento,Apartamento en venta en Zona Noroccidental,3,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 148.000.000,$,148000000,148.0,4.572008510026535,3.3636363636363638
91,Apartamento,Apartamento en venta en Engativa,2,2,53,Engativa,Engativá,$ 331.500.000,$,331500000,331.5,2.887769666800428,6.254716981132075
92,Apartamento,Apartamento en venta en Zona Noroccidental,1,1,58,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000,$,300000000,300.0,4.572008510026535,5.172413793103448
93,Apartamento,Apartamento en venta en Usaquén,3,2,152,Usaquén,Usaquén,$ 1.030.000.000,$,1030000000,1030.0,5.65558134903221,6.776315789473684
94,Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 195.000.000,$,195000000,195.0,3.382897908271655,4.875
95,Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 200.000.000,$,200000000,200.0,3.382897908271655,5.0
96,Apartamento,Apartamento en venta en Fontibón,3,1,48,Fontibón,Fontibón,$ 168.000.000,$,168000000,168.0,3.723021313477524,3.5
97,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 323.000.000,$,323000000,323.0,4.572008510026535,4.75
98,Casa,Casa en venta en Kennedy,3,2,86,Kennedy,Kennedy Central,$ 275.000.000,$,275000000,275.0,3.382897908271655,3.197674418604651
99,Apartamento,Apartamento en venta en Santa Barbara,3,3,114,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000,$,510000000,510.0,5.852628361947598,4.473684210526316
100,Apartamento,Apartamento en venta en Zona Noroccidental,2,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 176.000.000,$,176000000,176.0,4.572008510026535,4.0
101,Apartamento,Apartamento en venta en Ciudad Salitre,3,2,100,Ciudad Salitre,Ciudad Salitre Oriental,$ 680.000.000,$,680000000,680.0,7.412638847193035,6.8
102,Apartamento,Apartamento en venta en Quinta Paredes,3,2,100,Quinta Paredes,Teusaquillo,$ 680.000.000,$,680000000,680.0,5.302461344272642,6.8
103,Apartamento,Apartamento en venta en Hayuelos,3,2,45,Hayuelos,Modelia,$ 217.000.000,$,217000000,217.0,4.814082765845993,4.822222222222222
104,Apartamento,Apartamento en venta en Usaquén,3,5,178,Usaquén,Usaquén,$ 1.050.000.000,$,1050000000,1050.0,5.65558134903221,5.898876404494382
105,Casa,Casa en venta en Usaquén,4,3,105,Usaquén,Usaquén,$ 375.000.000,$,375000000,375.0,5.65558134903221,3.5714285714285716
106,Apartamento,Apartamento en venta en Cedritos,3,2,98,Cedritos,Usaquén,$ 458.000.000,$,458000000,458.0,5.027419586695463,4.673469387755102
107,Oficina/Consultorio,Oficina/Consultorio en venta en Ciudad Salitre,4,2,200,Ciudad Salitre,Ciudad Salitre Oriental,$ 2.000.000.000,$,2000000000,2000.0,7.412638847193035,10.0
108,Apartamento,Apartamento en venta en Santa Barbara,1,2,69,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 425.000.000,$,425000000,425.0,5.852628361947598,6.159420289855072
109,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,73,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 318.000.000,$,318000000,318.0,4.572008510026535,4.3561643835616435
110,Apartamento,Apartamento en venta en Cedritos,4,4,158,Cedritos,Usaquén,$ 660.000.000,$,660000000,660.0,5.027419586695463,4.177215189873418
111,Apartamento,Apartamento en venta en Usaquén,3,4,100,Usaquén,Usaquén,$ 730.000.000,$,730000000,730.0,5.65558134903221,7.3
112,Apartamento,Apartamento en venta en Candelaria La Nueva,3,1,54,Candelaria La Nueva,La Candelaria,$ 140.000.000,$,140000000,140.0,4.0625,2.5925925925925926
113,Apartamento,Apartamento en venta en Kennedy,3,2,78,Kennedy,Kennedy Central,$ 343.000.000,$,343000000,343.0,3.382897908271655,4.397435897435898
114,Apartamento,Apartamento en venta en Kennedy,3,2,89,Kennedy,Kennedy Central,$ 385.000.000,$,385000000,385.0,3.382897908271655,4.325842696629214
115,Casa,Casa en venta en Zona Noroccidental,4,4,220,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.300.000.000,$,1300000000,1300.0,4.572008510026535,5.909090909090909
116,Casa,Casa en venta en Zona Noroccidental,4,3,280,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.195.000.000,$,1195000000,1195.0,4.572008510026535,4.267857142857143
117,Apartamento,Apartamento en venta en Santa Barbara,2,3,85,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 519.000.000,$,519000000,519.0,5.852628361947598,6.105882352941176
118,Apartamento,Apartamento en venta en Bella Suiza,2,2,54,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 350.000.000,$,350000000,350.0,6.2905507012394,6.481481481481482
119,Apartamento,Apartamento en venta en Engativa,3,2,49,Engativa,Engativá,$ 202.000.000,$,202000000,202.0,2.887769666800428,4.122448979591836
120,Apartamento,Apartamento en venta en Colina Campestre,4,3,115,Colina Campestre,Niza,$ 429.000.000,$,429000000,429.0,4.776341497750727,3.7304347826086954
121,Apartamento,Apartamento en venta en Chico Norte,2,2,88,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 640.000.000,$,640000000,640.0,8.353851040924855,7.2727272727272725
122,Apartamento,Apartamento en venta en Mazuren,2,2,67,Mazuren,El Prado,$ 435.000.000,$,435000000,435.0,3.8513890438469263,6.492537313432836
123,Apartamento,Apartamento en venta en Usaquén,3,2,100,Usaquén,Usaquén,$ 610.000.000,$,610000000,610.0,5.65558134903221,6.1
124,Apartamento,Apartamento en venta en Normandia,2,2,77,Normandia,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 650.000.000,$,650000000,650.0,4.204753199268739,8.441558441558442
125,Apartamento,Apartamento en venta en Bella Suiza,1,2,61,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 421.000.000,$,421000000,421.0,6.2905507012394,6.901639344262295
126,Apartamento,Apartamento en venta en Chico Reservado,3,4,150,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.300.000.000,$,1300000000,1300.0,8.104486540013072,8.666666666666666
127,Apartamento,Apartamento en venta en Ciudad Bolívar,3,1,39,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 155.000.000,$,155000000,155.0,3.5194954371992697,3.9743589743589745
128,Apartamento,Apartamento en venta en Cedritos,3,3,100,Cedritos,Usaquén,$ 530.000.000,$,530000000,530.0,5.027419586695463,5.3
129,Apartamento,Apartamento en venta en Engativa,2,2,58,Engativa,Engativá,$ 330.000.000,$,330000000,330.0,2.887769666800428,5.689655172413793
130,Apartamento,Apartamento en venta en Bosa,3,2,60,Bosa,Bosa Central,$ 225.000.000,$,225000000,225.0,2.6778451358697213,3.75
131,Apartamento,Apartamento en venta en Rafael Uribe Uribe,3,1,50,Rafael Uribe Uribe,Los Alcázares,$ 143.000.000,$,143000000,143.0,2.3312523627417128,2.86
132,Apartamento,Apartamento en venta en Zona Noroccidental,2,2,51,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 245.500.000,$,245500000,245.5,4.572008510026535,4.813725490196078
133,Apartamento,Apartamento en venta en Cedritos,2,3,97,Cedritos,Usaquén,$ 433.000.000,$,433000000,433.0,5.027419586695463,4.463917525773196
134,Apartamento,Apartamento en venta en Cedritos,3,2,71,Cedritos,Usaquén,$ 315.000.000,$,315000000,315.0,5.027419586695463,4.436619718309859
135,Apartamento,Apartamento en venta en Bella Suiza,2,3,82,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 450.000.000,$,450000000,450.0,6.2905507012394,5.487804878048781
136,Apartamento,Apartamento en venta en Zona Noroccidental,1,1,57,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 350.000.000,$,350000000,350.0,4.572008510026535,6.140350877192983
137,Apartamento,Apartamento en venta en Usaquén,2,2,51,Usaquén,Usaquén,$ 205.000.000,$,205000000,205.0,5.65558134903221,4.019607843137255
138,Casa,Casa en venta en Usaquén,4,5,236,Usaquén,Usaquén,$ 1.200.000.000,$,1200000000,1200.0,5.65558134903221,5.084745762711864
139,Apartamento,Apartamento en venta en Fontibón,3,2,54,Fontibón,Fontibón,$ 169.000.000,$,169000000,169.0,3.723021313477524,3.1296296296296298
140,Apartamento,Apartamento en venta en Santa Barbara,1,2,66,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 375.000.000,$,375000000,375.0,5.852628361947598,5.681818181818182
141,Apartamento,Apartamento en venta en Las Villas,3,3,120,Las Villas,Niza,$ 460.000.000,$,460000000,460.0,4.270504854368932,3.8333333333333335
142,Apartamento,Apartamento en venta en Cedritos,1,2,48,Cedritos,Usaquén,$ 308.000.000,$,308000000,308.0,5.027419586695463,6.416666666666667
143,Apartamento,Apartamento en venta en Chico Reservado,2,4,104,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.100.000.000,$,1100000000,1100.0,8.104486540013072,10.576923076923077
144,Apartamento,Apartamento en venta en Cedritos,2,2,69,Cedritos,Usaquén,$ 400.000.000,$,400000000,400.0,5.027419586695463,5.797101449275362
145,Casa,Casa en venta en Modelia,4,2,200,Modelia,Fontibón,$ 860.000.000,$,860000000,860.0,0.16342613076967627,4.3
146,Casa,Casa en venta en Usaquén,7,4,325,Usaquén,Usaquén,$ 1.650.000.000,$,1650000000,1650.0,5.65558134903221,5.076923076923077
147,Apartamento,Apartamento en venta en San Patricio,1,1,53,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 565.000.000,$,565000000,565.0,6.831854578231803,10.660377358490566
148,Apartamento,Apartamento en venta en Barrancas,3,2,63,Barrancas,San Cristóbal Norte,$ 238.000.000,$,238000000,238.0,4.4748338081671415,3.7777777777777777
149,Apartamento,Apartamento en venta en Cedritos,3,3,108,Cedritos,Usaquén,$ 503.000.000,$,503000000,503.0,5.027419586695463,4.657407407407407
150,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,86,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 330.000.000,$,330000000,330.0,4.572008510026535,3.8372093023255816
151,Apartamento,Apartamento en venta en Cedritos,2,2,69,Cedritos,Usaquén,$ 400.000.000,$,400000000,400.0,5.027419586695463,5.797101449275362
152,Casa,Casa en venta en Usaquén,7,4,325,Usaquén,Usaquén,$ 1.650.000.000,$,1650000000,1650.0,5.65558134903221,5.076923076923077
153,Apartamento,Apartamento en venta en Cedritos,3,2,96,Cedritos,Usaquén,$ 580.000.000,$,580000000,580.0,5.027419586695463,6.041666666666667
154,Apartamento,Apartamento en venta en Cedritos,3,3,108,Cedritos,Usaquén,$ 503.000.000,$,503000000,503.0,5.027419586695463,4.657407407407407
155,Apartamento,Apartamento en venta en Cedritos,4,3,135,Cedritos,Usaquén,$ 635.000.000,$,635000000,635.0,5.027419586695463,4.703703703703703
156,Apartamento,Apartamento en venta en Zona Noroccidental,3,2,103,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 499.000.000,$,499000000,499.0,4.572008510026535,4.844660194174757
157,Apartamento,Apartamento en venta en Cedritos,2,2,53,Cedritos,Usaquén,$ 371.000.000,$,371000000,371.0,5.027419586695463,7.0
158,Apartamento,Apartamento en venta en Tintala,3,2,56,Tintala,Tintala,$ 179.000.000,$,179000000,179.0,3.7991992442958873,3.1964285714285716
159,Apartamento,Apartamento en venta en Teusaquillo,2,2,83,Teusaquillo,Teusaquillo,$ 348.200.000,$,348200000,348.2,3.975204301767717,4.195180722891566
160,Apartamento,Apartamento en venta en Barrancas,3,2,63,Barrancas,San Cristóbal Norte,$ 238.000.000,$,238000000,238.0,4.4748338081671415,3.7777777777777777
161,Apartamento,Apartamento en venta en Ciudad Bolívar,3,2,59,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 173.000.000,$,173000000,173.0,3.5194954371992697,2.9322033898305087
